"","player_api_id","overall_rate","gk_rate","player_name","appear","league"
"1",2625,63,153,"Patryk Rachwal,18",90,1
"2",2752,72,53,"Diego Mainz",81,1
"3",2768,75,128,"Jose Dorado",71,1
"4",2770,74,148,"Ignacio Gonzalez",16,2
"5",2790,73,144,"Alberto Rey",50,1
"6",2796,69,340,"Javier Jimenez",1,1
"7",2802,82,146,"Pablo Hernandez",144,2
"8",2805,76,141,"Ruben Perez",131,1
"9",2857,72,143,"Ivan Perez",3,1
"10",2862,76,146,"Vicente Sanchez",17,1
"11",2907,68,135,"Gregory Lacombe",6,1
"12",2973,72,147,"Ugur Inceman",16,1
"13",2977,82,104,"David Rivas Rodriguez",5,1
"14",2983,75,139,"Jorge Molina",71,1
"15",2984,75,364,"Sergio Aragones",38,1
"16",3140,69,136,"Alexandre Hauw",42,1
"17",3204,81,156,"Marat Izmailov",42,1
"18",3263,67,115,"Kelly Berville",19,1
"19",3264,62,98,"Abdelmalek Cherrad",1,1
"20",3316,71,108,"Oscar Sanchez",6,1
"21",3329,64,130,"Vincent Euvrard",85,1
"22",3377,72,138,"Luca Belingheri",1,1
"23",3441,71,138,"Aleksander Radosavljevic",74,1
"24",3512,75,143,"Peter Halmosi",4,1
"25",3517,82,149,"Alexandr Kerzhakov",17,1
"26",3520,86,159,"Andrey Arshavin",70,1
"27",4747,73,128,"Lee Wilkie",36,1
"28",4863,66,54,"Boban Grncarov",25,1
"29",4902,77,145,"Iriney",68,1
"30",4939,64,116,"Tim Clancy",97,1
"31",4999,59,108,"Sebastian Olszar",49,1
"32",5016,65,50,"Ibrahim Sidibe",69,1
"33",5044,68,344,"Jeroen Verhoeven",21,1
"34",5047,61,309,"Wilko de Vogt",10,1
"35",5063,68,61,"Sander Duits",106,1
"36",5184,62,108,"Gudmundur Steinarsson",5,1
"37",5192,72,146,"Manuel Silas",52,1
"38",5202,73,139,"Remy Gomis",163,1
"39",5217,77,140,"Laurent Batlles",102,1
"40",5223,63,52,"Raffaele Rubino",7,1
"41",5233,73,132,"Iban Javier Cuadrado",18,1
"42",5243,76,149,"Julio Alvarez",38,1
"43",5247,67,118,"Perez Richi",16,1
"44",5272,68,126,"Gary Coulibaly",27,1
"45",5362,60,121,"Ifet Taljevic,23",24,1
"46",5440,67,332,"Marjan Petkovic",5,1
"47",5468,62,48,"Freddy Mombongo-Dues",7,1
"48",5610,75,133,"Yann Jouffre",141,1
"49",5629,73,101,"Bertrand Robert",3,1
"50",5631,68,113,"Jeremy Blayac",13,1
"51",5662,73,124,"Dimitri Bulykin",45,1
"52",5686,65,138,"Gerry Koning",28,1
"53",5687,66,52,"Rowin van Zaanen",20,1
"54",5693,71,148,"Kees Kwakman",119,1
"55",5700,65,132,"Charles Dissels",3,1
"56",5703,75,149,"Otman Bakkal",74,1
"57",5710,70,352,"Diederik Boer",53,1
"58",6757,60,42,"Denis Dessaer",1,1
"59",6771,60,51,"Oliver Vinamont",22,1
"60",6798,60,55,"Roel van Hemert",14,1
"61",6800,68,132,"Jonas Ivens",93,2
"62",6803,63,143,"Brecht Verbrugghe",16,1
"63",6824,72,128,"Pedro Kamata",1,1
"64",6853,76,169,"Fabian Vargas",18,1
"65",6864,75,134,"Santiago Acasiete",65,1
"66",6911,77,160,"Fabian Canobbio",38,1
"67",7099,60,123,"Toni Lehtinen",1,1
"68",7206,61,48,"Sebastian Sorsa",2,1
"69",7226,69,145,"Roni Porokara",16,1
"70",7284,72,130,"Kasper Haemaelaeinen",81,1
"71",7334,63,310,"Anssi Jaakkola",12,1
"72",7604,67,64,"Tom van Hyfte",33,1
"73",7616,63,133,"Kristian Nushi",97,1
"74",7621,60,300,"Anthony Favre",51,1
"75",7627,63,76,"Thierno Bah",55,1
"76",7628,57,41,"Tibert Pont",27,1
"77",7663,55,56,"Jerome Schneider",36,1
"78",7681,59,128,"Josip Colina",49,1
"79",7683,66,49,"Alessandro Iandoli",57,1
"80",8777,60,97,"Michele Polverino",31,1
"81",8780,73,47,"Marco Perez",3,1
"82",8784,58,49,"Stefan Nater",87,1
"83",8800,63,63,"Thomas Reinmann",117,1
"84",8837,57,148,"Angelo Raso",43,1
"85",8840,66,140,"Cristian Florin Ianu",60,1
"86",8881,75,143,"Marco Padalino",38,2
"87",8893,65,62,"Antoine Rey",31,1
"88",8922,78,110,"Nikica Jelavic",120,2
"89",8925,52,49,"Ryan Thomson",11,1
"90",8930,72,114,"Hrvoje Cale",17,1
"91",8932,72,108,"Dino Drpic",15,1
"92",8985,76,136,"Mile Jedinak",78,1
"93",9079,73,143,"Mensur Mujdza",87,1
"94",9086,70,43,"Ivica Vrdoljak",112,1
"95",9124,67,125,"Ivan Radeljic,18",18,1
"96",9128,72,141,"Tomislav Dujmovic",9,1
"97",9144,61,131,"Yasin Karaca",8,1
"98",9149,65,101,"Joost Volmer",10,1
"99",9183,71,362,"Janos Balogh",34,1
"100",9203,65,59,"Tibor Tisza",3,1
"101",9213,70,57,"Peter Czvitkovics",11,1
"102",9307,66,126,"Balazs Toth",44,2
"103",9449,67,46,"Oleksandr Shevelyukhin",75,1
"104",10348,78,150,"Alejandro Dominguez",39,1
"105",10404,75,148,"Stanislav Vlcek",1,1
"106",10474,62,48,"Evaldas Razulis",5,1
"107",10491,79,155,"Diniyar Bilyaletdinov",33,1
"108",10637,72,361,"Andris Vanins",223,1
"109",10880,66,61,"Robbie Haemhouts",59,1
"110",10933,69,71,"Robert Jez",102,1
"111",10950,69,122,"Pavel Krmas",93,1
"112",10967,76,130,"Petr Jiracek",38,1
"113",10984,73,123,"Maros Klimpl",20,1
"114",11024,74,370,"Tomas Cerny",135,1
"115",11027,74,144,"Roman Hubnik",34,1
"116",11038,63,127,"Vojtech Schulmeister",2,1
"117",11049,70,137,"Matej Krajcik",6,1
"118",11052,70,135,"Michal Svec",37,1
"119",11061,66,122,"Csaba Horvath",114,2
"120",11242,67,59,"Konstantin Engel",2,1
"121",11263,65,104,"Roman Prokoph",11,1
"122",11285,78,52,"Lucas",8,1
"123",11316,71,357,"Jean-Louis Leca",45,1
"124",11317,64,139,"Florent Ghisolfi",4,1
"125",11319,81,407,"Benoit Costil",181,1
"126",11320,76,374,"Steeve Elana",95,1
"127",11321,74,369,"Vincent Plante",53,1
"128",11323,78,119,"Cedric Hengbart",149,1
"129",11324,72,130,"Nicolas Seube",141,1
"130",11327,71,139,"Anthony Deroin",26,1
"131",11329,70,140,"Reynald Lemaitre",132,1
"132",11332,70,132,"Yohann Eudeline",2,1
"133",11336,71,357,"Rudy Riou",69,2
"134",11349,68,113,"Jose Gaspar",92,1
"135",11357,70,128,"Olafur Ingi Skulason",41,1
"136",11496,74,145,"Wade Elliott",34,1
"137",11498,65,328,"Stuart Nelson",3,1
"138",11555,74,150,"Fernando Soriano",110,1
"139",11569,67,141,"Avi Strool",28,1
"140",11576,73,155,"Tamir Cohen",32,1
"141",11671,69,161,"Gael Genevier",4,1
"142",11685,83,156,"Antonio Candreva",197,1
"143",11716,72,352,"Pedro Roma",2,1
"144",11726,69,58,"Nuno Piloto",94,1
"145",11734,57,111,"Tininho",11,1
"146",11736,74,140,"Antolin Alcaraz",116,3
"147",11743,74,58,"Artur",128,1
"148",11746,66,329,"Pedro Alves",2,1
"149",11747,60,120,"Alessandro Mangiarrati",56,1
"150",11752,64,131,"Marco Paulo",2,1
"151",11754,77,150,"Ruben Amorim",65,1
"152",11758,78,139,"Eliseu",203,2
"153",11759,68,141,"Carlos Milhazes,22",22,1
"154",11760,65,316,"Jorge Baptista",5,1
"155",11778,73,128,"Roversio",26,1
"156",11788,65,133,"Rui Baiao,22",22,1
"157",11795,61,126,"Ferreira",12,1
"158",11796,66,112,"Briguel",103,1
"159",11798,75,48,"Zeca",13,1
"160",11801,65,126,"Luis Olim",39,1
"161",11827,69,136,"Fernando Cardozo",25,1
"162",11829,70,136,"Bruno Patacas",52,1
"163",11833,69,131,"de Oliveira Cleber Monteiro",64,1
"164",11836,68,139,"Marcelo Pereira Bruno",29,1
"165",11840,68,131,"Miguel Fidalgo",24,1
"166",11849,69,63,"Pedro Moreira",52,1
"167",11851,68,126,"Nuno Silva",33,1
"168",11860,67,139,"Jose Manuel Ze Gomes",59,1
"169",11861,66,129,"Bruno Mendes",11,1
"170",11863,71,111,"Danielson",175,1
"171",11865,65,136,"Ferreira Delson,28",28,1
"172",11876,68,149,"Laranjeiro",26,1
"173",11897,70,134,"Flavio Meireles",28,1
"174",11901,65,59,"Ricardo Pessoa",52,1
"175",12005,75,140,"Ersen Martin",1,1
"176",12099,66,121,"Marcel MBayo,25",25,1
"177",12209,66,330,"Tomas Kosicky",7,1
"178",12245,70,121,"Adam Nemec",12,3
"179",12246,77,122,"Stanislav Sestak",50,1
"180",12283,68,101,"Robert Demjan",97,2
"181",12288,75,121,"Jan Durica",8,1
"182",12307,63,43,"Miroslav Bozok",96,1
"183",12310,57,40,"Rudolf Urban",8,1
"184",12318,70,351,"Dusan Pernis",106,2
"185",12320,60,47,"Dalibor Pleva",23,1
"186",12327,62,52,"Matej Izvolt",33,1
"187",12330,76,134,"Peter Pekarik",114,1
"188",12340,67,342,"Richard Zajac,28",73,1
"189",12371,65,42,"Kamil Kopunek",4,1
"190",12374,66,122,"Pavol Stano",179,1
"191",12381,59,291,"Jan Slovenciak",1,1
"192",12386,71,101,"Krisztian Nemeth",52,1
"193",12405,66,114,"Elvedin Dzinic",27,2
"194",12418,64,54,"Dragan Jelic",3,1
"195",12431,65,142,"Jure Travner",35,1
"196",12454,69,138,"Branko Ilic",1,1
"197",12473,72,121,"Marko Suler",65,2
"198",12574,72,146,"Zlatan Ljubijankic",65,1
"199",12692,71,137,"Kanu",40,1
"200",12763,69,60,"Nicolae Ovidiu Herea",25,1
"201",12766,77,132,"Cristian Sapunaru",80,2
"202",12985,66,126,"Christos Karypidis",34,1
"203",13033,79,391,"Orestis Karnezis",81,2
"204",13034,76,377,"Michalis Sifakis",7,1
"205",13131,68,330,"Tomislav Pacovski",70,1
"206",13191,75,51,"Ioannis Maniatis",3,1
"207",13225,62,53,"Fabian Pawela",29,1
"208",13301,65,109,"Kamil Kuzera",46,1
"209",13320,66,332,"Krzysztof Kotorowski",70,1
"210",13327,64,125,"Pawel Sasin",41,1
"211",13329,62,131,"Blazej Telichowski",99,1
"212",13334,68,147,"Lukasz Madej",140,2
"213",13345,75,374,"Pawel Kieszek",143,2
"214",13349,68,129,"Antoni Lukasiewicz",77,1
"215",13350,61,53,"Wojciech Szymanek",32,1
"216",13376,70,126,"Jakub Rzezniczak",142,1
"217",13383,67,114,"Maciej Korzym",127,1
"218",13390,63,312,"Wojciech Skaba",60,1
"219",13405,65,116,"Marcin Malinowski",158,1
"220",13410,71,51,"Mariusz Zganiacz",39,1
"221",13423,72,139,"Marcin Wasilewski",84,2
"222",13425,63,53,"Wahan Gevorgyan",34,1
"223",13428,75,132,"Slawomir Peszko",117,2
"224",13436,67,360,"Krzysztof Pilarz",125,1
"225",13437,72,106,"Piotr Celeban",155,1
"226",13449,70,126,"Lukasz Tralka",189,1
"227",13454,65,319,"Sebastian Przyrowski",94,1
"228",13471,66,331,"Radoslaw Cierzniak",149,2
"229",13472,65,325,"Arkadiusz Malarz",36,1
"230",13473,66,329,"Maciej Mielcarz",90,1
"231",13474,67,57,"Jaroslaw Bieniuk",78,1
"232",13476,64,135,"Dawid Kucharski",10,1
"233",13477,69,48,"Tomasz Lisowski",82,1
"234",13480,72,139,"Grzegorz Wojtkowiak",85,1
"235",13481,68,136,"Hubert Wolakiewicz",153,1
"236",13483,59,131,"Filip Burkhardt",28,1
"237",13486,70,133,"Marcin Kikut",68,1
"238",13490,61,129,"Szymon Sawala",83,1
"239",13494,66,337,"Jakub Szmatula",48,1
"240",13504,60,62,"Mateusz Zytko",96,1
"241",13513,70,87,"Pawel Strak",45,1
"242",13515,63,123,"Lukasz Mierzejewski",90,1
"243",13518,83,146,"Lukasz Piszczek",175,1
"244",13533,67,115,"Piotr Polczak",90,1
"245",13538,68,112,"Dawid Plizga",108,1
"246",13549,61,70,"Vejlko Nikitovic",22,1
"247",13551,69,136,"Tomasz Brzyski",170,1
"248",13554,66,144,"Mariusz Pawelec",144,1
"249",13557,61,53,"Dawid Soldecki",26,1
"250",13917,68,113,"Liam Kelly",95,1
"251",14039,71,132,"Paul Dixon",160,1
"252",14100,69,341,"Alan Mannus",156,1
"253",14487,68,52,"Roei Dayan",14,1
"254",14521,76,54,"Maor Melikson",81,2
"255",14533,72,156,"Gal Alberman",14,1
"256",14551,66,44,"Dekel Keinan",3,1
"257",14557,78,52,"Lior Rafaelov",63,1
"258",14560,73,52,"Eden Ben Basat",55,1
"259",14593,72,46,"Eliran Atar",11,1
"260",14642,67,133,"Yoav Ziv",28,1
"261",14658,69,55,"Vladimir Dvalishvili",58,1
"262",15361,71,348,"Jasmin Buric",101,1
"263",15403,85,129,"Edin Dzeko",174,3
"264",15425,57,119,"Veldin Muharemovic",3,1
"265",15456,59,118,"Josip Barisic",4,1
"266",15608,60,115,"Amir Spahic",62,1
"267",15652,56,120,"Ivica Dzidic",1,1
"268",15661,58,66,"Davor Landeka",6,1
"269",15662,69,125,"Sulejman Smajic",29,1
"270",15732,73,129,"Ivan Radovanovic",113,1
"271",15905,66,62,"Stanley Aborah",6,1
"272",15913,59,116,"Dimitrija Lazarevski",2,1
"273",15938,66,69,"Jovan Kostovski",11,1
"274",16199,68,344,"Boban Bajkovic",22,1
"275",16210,70,148,"Marko Perovic",4,1
"276",16218,79,150,"Simon Vukcevic",33,2
"277",16230,71,116,"Milan Smiljanic",11,1
"278",16254,70,115,"Dusan Veskovac",158,2
"279",16292,66,53,"Branko Lazarevic",4,1
"280",16300,78,145,"Gojko Kacar",88,1
"281",16323,63,120,"Nikola Nikezic",2,1
"282",16351,79,154,"Aleksandar Kolarov",157,2
"283",16362,68,344,"Andjelko Djuricic",27,1
"284",16368,67,129,"Savo Pavicevic",17,1
"285",16387,61,127,"Mladen Lazarevic",20,1
"286",16428,65,46,"Ivan Stevanovic",5,1
"287",16475,73,67,"Nikola Vukcevic",15,1
"288",16493,71,62,"Pavle Ninkov",76,1
"289",16511,71,56,"Konstantin Vassiljev",37,1
"290",16636,68,145,"Mikhail Sivakov",14,2
"291",16678,73,160,"Anton Putsila",37,1
"292",17233,66,90,"Zlatko Janjic",1,1
"293",17259,65,51,"Marnix Kolder",46,1
"294",17276,70,111,"Aloys Nong",69,1
"295",17296,58,72,"Claude Gnakpa",2,1
"296",17299,72,138,"Carlos Carmona",16,1
"297",17312,76,137,"Anther Yahia",49,1
"298",17319,65,118,"Kenny Deuchar",28,1
"299",17343,62,127,"David Barron",63,1
"300",17361,61,43,"Iain Davidson",43,1
"301",17391,63,125,"Andy Jackson",10,1
"302",17480,65,118,"Martin Canning",113,1
"303",17525,64,57,"Jim McAlister",87,1
"304",17528,63,129,"Chris Millar",191,1
"305",17568,63,124,"Gavin Skelton",50,1
"306",17600,68,54,"Darren McGregor",80,1
"307",17606,61,59,"Liam Buchanan",14,1
"308",17620,63,41,"Stuart Kettlewell",41,1
"309",17703,73,143,"Jeremy Perbet",84,2
"310",17711,62,56,"Gareth Wardlaw",16,1
"311",17749,68,58,"Iain Vigurs",116,1
"312",17761,72,104,"Jacob Mulenga",79,1
"313",17762,69,120,"Ghislain Gimbert",5,1
"314",17806,70,136,"Nassim Akrour",50,1
"315",17836,72,90,"Angelo",50,1
"316",17848,67,54,"Robert Braber",97,1
"317",17855,72,137,"Edouard Duplan",157,1
"318",17866,78,153,"Andrew Reid",40,1
"319",17869,72,358,"Dusan Kuciak",117,1
"320",17875,74,135,"Jordan Loties",117,2
"321",17883,65,120,"Emanuel Obiora Odita,19",19,1
"322",17887,64,135,"Matt Done",6,1
"323",18164,77,126,"Mariano Pavone",8,1
"324",18376,68,51,"Matias Fritzler",22,1
"325",18384,78,148,"Diego Valeri",4,2
"326",18388,73,111,"Leandro Gioda,28",28,1
"327",18395,73,107,"Marcos Aguirre",5,1
"328",18483,78,62,"Pablo Javier Perez",6,1
"329",18500,77,127,"Maximiliano Pellegrino",35,1
"330",18501,74,136,"Hernan Pellerano",67,1
"331",18506,84,143,"Mauro Zarate",119,2
"332",18518,82,142,"Jose Sosa",22,3
"333",18520,76,48,"Marcos Angeleri",59,1
"334",18521,78,143,"Jose Maria Basanta",23,1
"335",18533,67,149,"Loic Loval-Landre",13,1
"336",18548,74,149,"Jose Ze Pedro",57,1
"337",18549,73,142,"Tiago Targino",55,1
"338",18552,71,137,"Ferreira de Matos Alonso",55,1
"339",18558,75,375,"Nicolas Navarro",18,1
"340",18576,83,123,"Lucas Barrios",92,2
"341",18590,75,149,"Cristian Llama",32,1
"342",18592,70,104,"Roman Martinez",37,1
"343",18628,76,135,"Marco Ruben",73,2
"344",18636,66,134,"Pablo Barzola",44,1
"345",18644,66,140,"Federico Almerares",25,1
"346",18653,72,65,"Jose Gustavo Sand",2,1
"347",18664,72,142,"Christian Fernandez",67,1
"348",18673,77,120,"Gustavo Cabral",130,1
"349",18705,77,156,"Jesus Datolo",14,2
"350",18733,79,151,"Pablo Barrientos",73,1
"351",18734,77,150,"Dario Cvitanich",74,2
"352",18784,75,146,"Emiliano Daniel Armenteros",89,1
"353",18814,80,157,"Fernando Gago",74,2
"354",18816,78,205,"Pablo Martin Ledesma",54,1
"355",18820,76,58,"Ezequiel Scarione",78,1
"356",18823,80,144,"Matias Silvestre",194,1
"357",18848,73,44,"Jonathan Bottinelli",5,1
"358",18853,73,181,"Claudio Morel",14,1
"359",18859,74,48,"Mauro Boselli",12,2
"360",18880,80,138,"Nicolas Federico Spolli",133,1
"361",18904,77,124,"David Abraham",164,3
"362",18913,70,122,"Juan Eduardo Eluchans",16,1
"363",18923,71,46,"Carlos Matheu",14,1
"364",18925,86,130,"Ezequiel Lavezzi",179,2
"365",18945,77,55,"Santiago Gentiletti",38,2
"366",19000,61,52,"Dante Adrian Senger",35,1
"367",19014,60,126,"Guillaume Ducatel",19,1
"368",19020,79,132,"Christopher Samba",124,1
"369",19232,74,126,"Rafael Miranda",91,1
"370",19243,86,118,"Diego Costa",169,2
"371",19249,81,126,"Danilo",174,1
"372",19264,76,141,"Evandro Goebel",59,1
"373",19277,72,92,"Dinei",1,1
"374",19281,65,119,"Edivaldo Rojas",65,1
"375",19285,73,126,"Rafael Marques",27,1
"376",19297,66,134,"Thiago Xavier",28,1
"377",19309,69,49,"Edson Sitta",16,1
"378",19310,72,106,"Dyego Rocha Coelho",3,1
"379",19327,85,139,"Miranda",146,2
"380",19344,82,408,"Artur",112,2
"381",19352,78,151,"Jonathan",51,1
"382",19353,64,134,"Fabionn Lopes Patrick",33,1
"383",19370,67,56,"Rodrigo Arroz",13,1
"384",19372,71,137,"Bruno China",100,2
"385",19380,71,118,"Vinicius Pacheco",5,1
"386",19393,73,379,"Diego",81,1
"387",19403,75,383,"Galatto",5,2
"388",19427,73,136,"Claudio Pitbull",41,1
"389",19434,74,368,"Marcelo Boeck",36,1
"390",19435,78,389,"Renan",54,1
"391",19436,74,158,"Edinho",13,1
"392",19439,71,135,"Joao Guilherme",80,1
"393",19446,72,143,"Pedro Silva",33,1
"394",19488,70,54,"Rivaldo",6,1
"395",19489,70,57,"Halisson",67,1
"396",19511,82,151,"Josue",128,1
"397",19512,69,148,"Renan Silva",13,1
"398",19515,74,365,"Cassio",193,1
"399",19524,70,53,"Claudemir",93,1
"400",19531,70,45,"Silva",23,1
"401",19533,90,141,"Neymar",82,1
"402",19674,62,110,"Branko Jelic",8,1
"403",19696,73,154,"Zhi Zheng",9,1
"404",19908,68,141,"Junmin Hao",7,1
"405",20118,69,50,"Takafumi Akahoshi",78,1
"406",20125,76,68,"Hajime Hosogai",89,1
"407",20174,78,133,"Koki Mizuno",2,1
"408",20196,68,64,"Kisho Yano",2,1
"409",20241,66,145,"Takahito Soma",13,1
"410",20276,85,143,"Hulk",82,1
"411",20323,67,134,"Carciano",4,1
"412",20325,71,45,"Marcelo Silva",22,1
"413",20329,65,62,"Rafael Dias",11,1
"414",20342,70,47,"Rafael Santos",2,1
"415",20396,77,126,"Felipe Santana",80,1
"416",20399,61,125,"Dudu",3,1
"417",20401,84,155,"Michel Bastos",126,3
"418",20445,66,135,"Ederson Tormena",54,1
"419",20446,74,42,"Fagner",24,1
"420",20482,74,139,"Marcos Ceara",94,1
"421",20645,72,47,"Mike Havenaar",85,2
"422",20694,78,42,"Shinji Okazaki",131,2
"423",20720,67,48,"Robert Cullen",41,1
"424",20747,74,367,"Eiji Kawashima",110,2
"425",20771,74,57,"Akihiro Ienaga",4,1
"426",20790,70,45,"Michihirio Yasuda",38,1
"427",21123,66,135,"Erik Friberg",5,1
"428",21161,69,138,"Amoreirinha",32,1
"429",21164,80,104,"Thiago Neves",2,1
"430",21213,55,51,"Daniel Dunst",9,1
"431",21410,78,152,"Sebastian Leto",13,1
"432",21414,77,153,"Oscar Trejo",99,2
"433",21445,74,165,"Juca",15,1
"434",21446,85,148,"Hernanes",144,1
"435",21450,74,145,"Marc Bertran",96,1
"436",21458,73,113,"Andre Leone",22,1
"437",21528,60,111,"Mark Burchill",9,1
"438",21613,78,118,"Nikola Kalinic",54,2
"439",21645,62,321,"David Meul",34,1
"440",21657,59,116,"Alexandre Di Gregorio",8,1
"441",21726,73,54,"Ibrahima Conte",49,1
"442",21744,57,132,"Bart Goossens",1,1
"443",21751,71,130,"Mohammed Rabiu",36,1
"444",21753,68,60,"Tim Matthijs",76,1
"445",21765,72,53,"Jop van der Linden",76,1
"446",21776,66,135,"Gregory Lorenzi",43,2
"447",21785,71,132,"Esteban Solari",2,1
"448",21812,69,142,"Michael Klukowski",30,1
"449",21834,66,136,"Rachid Farssi",93,1
"450",21849,73,150,"Chris McCann",7,1
"451",21853,76,134,"Dudley Campbell",32,1
"452",21864,71,143,"Stephen Quinn",21,1
"453",21894,68,58,"Junio Cesar Arcanjo Juninho",2,1
"454",21914,63,105,"Chris Robertson",21,1
"455",21982,69,141,"Raffaele Schiavi",10,1
"456",22045,70,57,"Lee Tomlin",3,1
"457",22096,65,80,"Giuseppe Aquaro",38,1
"458",22103,64,159,"Luigi Beghetto",4,1
"459",22125,74,367,"Paulo Lopes",34,1
"460",22126,69,125,"Hugo Carreira",2,1
"461",22128,68,46,"Tony",57,1
"462",22130,61,122,"Hugo Valdir",1,1
"463",22131,72,137,"Hugo Morais",75,1
"464",22134,65,139,"Rui Borges",2,1
"465",22136,57,51,"Tiago Rosa",2,1
"466",22139,69,134,"Anselmo",17,1
"467",22234,79,126,"Jose Mari",3,1
"468",22283,72,143,"Fabrizio Cacciatore",73,1
"469",22305,59,297,"Simone Farelli",1,1
"470",22313,76,144,"Elkin Soto",125,1
"471",22337,82,143,"Leandro Castan",72,1
"472",22343,46,111,"Benjamin Fischer",4,1
"473",22355,70,149,"Lorenzo Del Prete",4,1
"474",22382,64,139,"Drissa Diarra",56,1
"475",22386,66,130,"Stefano Ferrario",29,1
"476",22418,74,365,"Peterson Pecanha",56,1
"477",22421,70,49,"Tiago Valente",80,2
"478",22427,70,143,"Ricardo Pedrinha,27",27,1
"479",22428,74,142,"Cristiano",45,1
"480",22434,68,44,"Ronny Carlos da Silva",14,1
"481",22444,55,100,"Garry Wood",11,1
"482",22514,68,127,"Rodrigues Saulo",27,1
"483",22519,66,135,"Carlitos",69,1
"484",22535,73,144,"Elson",17,1
"485",22543,90,144,"Radamel Falcao",147,4
"486",22544,76,70,"Wason Renteria",21,1
"487",22545,75,113,"Marcinho",25,1
"488",22700,58,288,"Lorenzo Bucchi",12,1
"489",22706,65,38,"Kostadin Hazurov",28,1
"490",22707,73,146,"Stanislav Manolev",79,2
"491",22714,72,104,"Ivan Ivanov",11,1
"492",22732,69,134,"Janicio Martins",13,1
"493",22764,82,132,"Martin Skrtel",220,1
"494",22785,75,138,"Stilianos Malezas",21,1
"495",22822,67,338,"Aleksander Seliga",32,1
"496",22824,75,136,"Dusan Svento",14,1
"497",22831,65,121,"Marcel Gecov",21,2
"498",22832,71,152,"Lukas Jarolim",15,1
"499",22834,78,133,"Marek Suchy",79,1
"500",22894,69,128,"Dean Hammond",9,1
"501",22924,73,370,"Neil Alexander",52,1
"502",22928,73,128,"Glenn Loovens",78,2
"503",22929,76,138,"Joe Ledley",151,2
"504",22952,66,127,"Isaac Osbourne",67,1
"505",22959,73,125,"Luke Varney",24,1
"506",22962,66,323,"Ben Williams",74,1
"507",22964,72,139,"Billy Jones",99,1
"508",22969,71,126,"Michael Higdon",175,2
"509",22978,74,376,"Ross Turnbull",28,1
"510",22982,64,123,"Philip Chidi Onyemah",22,1
"511",22984,83,128,"Ivan Cordoba",57,1
"512",22988,72,117,"Mark Hudson",2,1
"513",22991,73,144,"Ben Watson",85,1
"514",22994,68,151,"Tom Soares",14,2
"515",22998,77,379,"Julian Speroni",75,1
"516",23007,69,120,"Andrew Davies",31,1
"517",23016,60,133,"Chris Turner",3,1
"518",23019,74,140,"Giles Barnes",1,1
"519",23021,77,384,"Boaz Myhill",116,1
"520",23022,72,129,"Andrew Dawson",60,1
"521",23023,73,132,"Ian Ashbee",31,1
"522",23025,67,134,"Nick Barmby",19,1
"523",23027,64,323,"Matt Duke",21,1
"524",23030,75,139,"Damien Delaney",97,1
"525",23034,72,151,"Craig Fagan",35,1
"526",23036,60,112,"Ryan France",1,1
"527",23051,61,134,"Jimmy Juan",11,1
"528",23054,68,149,"Owen Garvan",1,1
"529",23065,73,127,"Stephen Crainey",31,1
"530",23069,69,139,"Frazer Richardson",2,1
"531",23070,70,137,"Shaun Derry",38,1
"532",23072,70,125,"Richard Cresswell",12,1
"533",23073,74,142,"Matthew Kilgallon",21,1
"534",23074,76,146,"Robbie Blake",20,1
"535",23075,72,143,"Franco Sosa",40,1
"536",23080,62,310,"Rab Douglas",30,1
"537",23081,66,143,"Alan Maybury",76,1
"538",23083,68,146,"Stephen Hughes",62,1
"539",23091,74,120,"Richard Stearman",67,1
"540",23093,61,117,"Tommy Wright",4,1
"541",23099,70,144,"Kevin Foley",64,1
"542",23104,70,51,"Rowan Vine",32,1
"543",23114,66,328,"Dean Brill",61,1
"544",23115,71,118,"Leon Barnett",29,1
"545",23117,71,118,"John Sutton",180,1
"546",23127,67,133,"Jody Morris",84,1
"547",23133,72,125,"Adam Drury",12,1
"548",23134,75,131,"Jason Shackell",38,1
"549",23139,82,111,"Dean Ashton",4,1
"550",23141,68,336,"Paul Gallacher",116,1
"551",23144,66,117,"Jurgen Colin",24,2
"552",23147,68,337,"Joe Lewis",1,1
"553",23148,76,105,"Marc Janko",60,3
"554",23151,68,128,"Frazer Wright",184,1
"555",23163,72,144,"Akos Buzsaky",10,1
"556",23170,77,118,"Matt Derbyshire",9,1
"557",23182,65,137,"Omar Daley",13,1
"558",23185,72,144,"Graham Alexander",33,1
"559",23186,71,121,"Callum Davidson",46,1
"560",23187,63,57,"Youl Mawene",19,1
"561",23190,78,127,"David Nugent",49,1
"562",23193,64,98,"Matthew Hill",2,1
"563",23225,77,137,"Stephen Hunt",57,1
"564",23249,66,126,"Lee Bullen,29",29,1
"565",23253,76,145,"Glenn Whelan",209,1
"566",23254,66,146,"Burton O'Brien",53,1
"567",23257,75,148,"Chris Brunt",188,1
"568",23264,83,129,"Gabriel Agbonlahor",215,1
"569",23265,80,389,"Patrick Kenny,30",33,1
"570",23268,82,269,"Phil Jagielka",224,1
"571",23271,81,116,"Danny Webber",4,1
"572",23275,74,145,"Michael Tonge",1,1
"573",23282,77,152,"Nicky Shorey",94,1
"574",23283,78,152,"Steve Sidwell",111,1
"575",23284,75,129,"Ibrahima Sonko",16,1
"576",23285,74,145,"Glen Little",4,1
"577",23286,80,115,"Leroy Lita",4,1
